VideoID,UserID,UserName,VideoName,VideoDescription,FName,LName,TimeDateStamp
583,326,UserNumber326learning,Create new documents and folders in OneDrive,"Learn about creating documents via the browser and then using them with your familiar tools on the Desktop",Craig,Hunt,6/21/2016
584,326,UserNumber326learning,Create new shared Excel files in OneDrive,"Learn about Excel Online and ease of sharing and use",Craig,Hunt,6/21/2016
589,326,UserNumber326learning,Manage and Restore Versions in OneDrive,"Learn about versioning and how to restore versions using OneDrive",Craig,Hunt,6/21/2016
586,326,UserNumber326learning,Move your files to OneDrive,"Learn about using OneDrive as your new ""server"" so you can access it via the browser anytime and anywhere",Craig,Hunt,6/21/2016
591,326,UserNumber326learning,Retrieve Deleted files from OneDrive Recycle bin,"Learn how to restore a deleted file from OneDrive",Craig,Hunt,6/21/2016
558,326,UserNumber326learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",Craig,Hunt,6/21/2016
560,326,UserNumber326learning,Navigate Outlook Web Access Calendar,"Learn how to navigate your calendar via the browser, new appointments and basic navigation",Craig,Hunt,6/21/2016
560,326,UserNumber326learning,Navigate Outlook Web Access Calendar,"Learn how to navigate your calendar via the browser, new appointments and basic navigation",Craig,Hunt,6/21/2016
560,326,UserNumber326learning,Navigate Outlook Web Access Calendar,"Learn how to navigate your calendar via the browser, new appointments and basic navigation",Craig,Hunt,6/21/2016
563,326,UserNumber326learning,On the Go Techniques,"Learn about managing your categories, how to flag email and then search and filter",Craig,Hunt,6/21/2016
561,326,UserNumber326learning,"Search, Sort and Filter your email",Learn how to use the various sort options when you search for email via the browser,Craig,Hunt,6/21/2016
569,326,UserNumber326learning,Using Sweep and Other Rules in the Browser,Learn how to use the sweep feature and rules in the browser,Craig,Hunt,6/21/2016
582,326,UserNumber326learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Craig,Hunt,6/21/2016
583,326,UserNumber326learning,Create new documents and folders in OneDrive,"Learn about creating documents via the browser and then using them with your familiar tools on the Desktop",Craig,Hunt,6/21/2016
584,326,UserNumber326learning,Create new shared Excel files in OneDrive,"Learn about Excel Online and ease of sharing and use",Craig,Hunt,6/21/2016
589,326,UserNumber326learning,Manage and Restore Versions in OneDrive,"Learn about versioning and how to restore versions using OneDrive",Craig,Hunt,6/21/2016
586,326,UserNumber326learning,Move your files to OneDrive,"Learn about using OneDrive as your new ""server"" so you can access it via the browser anytime and anywhere",Craig,Hunt,6/21/2016
591,326,UserNumber326learning,Retrieve Deleted files from OneDrive Recycle bin,"Learn how to restore a deleted file from OneDrive",Craig,Hunt,6/21/2016
593,326,UserNumber326learning,Share your files in OneDrive various ways,"Learn the different ways to share files and folders",Craig,Hunt,6/21/2016
595,326,UserNumber326learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Craig,Hunt,6/21/2016
599,326,UserNumber326learning,Using Group Notebook with OneNote Online,"Learn about OneNote Online and how your group can use it.",Craig,Hunt,6/21/2016
598,326,UserNumber326learning,Work with a Shared Group Calendar,"Learn how to view the shared calendar and work with your group meetings and events",Craig,Hunt,6/21/2016
560,326,UserNumber326learning,Navigate Outlook Web Access Calendar,"Learn how to navigate your calendar via the browser, new appointments and basic navigation",Craig,Hunt,6/21/2016
582,326,UserNumber326learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Craig,Hunt,6/21/2016
556,326,UserNumber326learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Craig,Hunt,6/21/2016
564,326,UserNumber326learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Craig,Hunt,6/21/2016
568,326,UserNumber326learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Craig,Hunt,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
582,902,UserNumber902learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",David,Harlin,6/21/2016
598,902,UserNumber902learning,Work with a Shared Group Calendar,"Learn how to view the shared calendar and work with your group meetings and events",David,Harlin,6/21/2016
567,902,UserNumber902learning,Work with People and Other Groups,Learn how to work with people and other groups you have set up in Skype,David,Harlin,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
564,902,UserNumber902learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",David,Harlin,6/21/2016
556,326,UserNumber326learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Craig,Hunt,6/21/2016
584,902,UserNumber902learning,Create new shared Excel files in OneDrive,"Learn about Excel Online and ease of sharing and use",David,Harlin,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
564,326,UserNumber326learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Craig,Hunt,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
564,902,UserNumber902learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",David,Harlin,6/21/2016
556,342,UserNumber342learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Tina,Rooz,6/21/2016
568,342,UserNumber342learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Tina,Rooz,6/21/2016
579,342,UserNumber342learning,Add people to your favorites and other groups,"Learn how to add users to the various groups of Skype for Business",Tina,Rooz,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
564,902,UserNumber902learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",David,Harlin,6/21/2016
562,902,UserNumber902learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",David,Harlin,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
564,902,UserNumber902learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",David,Harlin,6/21/2016
562,902,UserNumber902learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",David,Harlin,6/21/2016
564,902,UserNumber902learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",David,Harlin,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
564,902,UserNumber902learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",David,Harlin,6/21/2016
562,902,UserNumber902learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",David,Harlin,6/21/2016
562,902,UserNumber902learning,"Drag, Drop and other mail management","Learn about drag and drop in the browser, and how to use built in options for working with mail",David,Harlin,6/21/2016
558,902,UserNumber902learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",David,Harlin,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
567,902,UserNumber902learning,Work with People and Other Groups,Learn how to work with people and other groups you have set up in Skype,David,Harlin,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
558,902,UserNumber902learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",David,Harlin,6/21/2016
589,902,UserNumber902learning,Manage and Restore Versions in OneDrive,"Learn about versioning and how to restore versions using OneDrive",David,Harlin,6/21/2016
564,902,UserNumber902learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",David,Harlin,6/21/2016
595,326,UserNumber326learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Craig,Hunt,6/21/2016
582,326,UserNumber326learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Craig,Hunt,6/21/2016
556,326,UserNumber326learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Craig,Hunt,6/21/2016
556,326,UserNumber326learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Craig,Hunt,6/21/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/21/2016
564,902,UserNumber902learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",David,Harlin,6/21/2016
558,677,UserNumber677learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",James,Davis,6/22/2016
556,902,UserNumber902learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Harlin,6/22/2016
556,1218,UserNumber1218learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Bob,Max,6/23/2016
556,1218,UserNumber1218learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Bob,Max,6/23/2016
556,1218,UserNumber1218learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Bob,Max,6/23/2016
556,1218,UserNumber1218learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Bob,Max,6/23/2016
558,1218,UserNumber1218learning,Navigate Outlook Web Access,"Learn how to navigate Outlook web access to use your email via the browser",Bob,Max,6/23/2016
568,1218,UserNumber1218learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Bob,Max,6/23/2016
568,1218,UserNumber1218learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Bob,Max,6/23/2016
568,1218,UserNumber1218learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Bob,Max,6/23/2016
595,1218,UserNumber1218learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Bob,Max,6/23/2016
556,1218,UserNumber1218learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Bob,Max,6/23/2016
556,881,UserNumber881learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,David,Hale,6/24/2016
556,1002,UserNumber1002learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Daniel,Huston,6/24/2016
556,502,UserNumber502learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Carolyn,Browne,6/24/2016
556,1535,UserNumber1535learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Cornell,Scott,6/24/2016
556,1471,UserNumber1471learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Lydia,Rivas,6/24/2016
556,462,UserNumber462learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Tony,Bowman,6/24/2016
556,1961,UserNumber1961learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Dave,McMillan,6/24/2016
556,1172,UserNumber1172learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Pedro,Lowrey,6/24/2016
556,1817,UserNumber1817learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Robert,Wright,6/24/2016
556,1961,UserNumber1961learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Dave,McMillan,6/24/2016
556,751,UserNumber751learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Joe,Fairchild,6/24/2016
556,1654,UserNumber1654learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Mark,Thompson,6/24/2016
556,465,UserNumber465learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Stayce,Boyd,6/24/2016
556,1485,UserNumber1485learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Roy,Robinson,6/24/2016
556,951,UserNumber951learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Emily,Higgins,6/24/2016
556,1485,UserNumber1485learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Roy,Robinson,6/24/2016
564,1485,UserNumber1485learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Roy,Robinson,6/24/2016
556,1485,UserNumber1485learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Roy,Robinson,6/24/2016
564,751,UserNumber751learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Joe,Fairchild,6/24/2016
556,1166,UserNumber1166learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Kristen,Lopez,6/24/2016
556,394,UserNumber394learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Randy,Bailey,6/24/2016
556,1485,UserNumber1485learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Roy,Robinson,6/24/2016
556,1485,UserNumber1485learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Roy,Robinson,6/24/2016
556,1610,UserNumber1610learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Lori,Strickland,6/24/2016
582,462,UserNumber462learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Tony,Bowman,6/24/2016
556,1829,UserNumber1829learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Jimmy,Zhou,6/24/2016
556,1721,UserNumber1721learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Chadley,Ward,6/24/2016
556,1798,UserNumber1798learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Franklin,Wilson,6/24/2016
582,1660,UserNumber1660learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Carl,Thummel,6/24/2016
582,1660,UserNumber1660learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Carl,Thummel,6/24/2016
582,462,UserNumber462learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Tony,Bowman,6/24/2016
556,1316,UserNumber1316learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Chris,Nalliah,6/24/2016
556,1316,UserNumber1316learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Chris,Nalliah,6/24/2016
556,919,UserNumber919learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Vicki,Hayes,6/24/2016
556,919,UserNumber919learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Vicki,Hayes,6/24/2016
582,1316,UserNumber1316learning,A first look at getting started with OneDrive for Business,"This is the full course for you to learn about OneDrive for business and how to get started",Chris,Nalliah,6/24/2016
593,1660,UserNumber1660learning,Share your files in OneDrive various ways,"Learn the different ways to share files and folders",Carl,Thummel,6/24/2016
584,1316,UserNumber1316learning,Create new shared Excel files in OneDrive,"Learn about Excel Online and ease of sharing and use",Chris,Nalliah,6/24/2016
589,1316,UserNumber1316learning,Manage and Restore Versions in OneDrive,"Learn about versioning and how to restore versions using OneDrive",Chris,Nalliah,6/24/2016
556,1807,UserNumber1807learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Gordon,Wolfenbarger,6/24/2016
556,1807,UserNumber1807learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Gordon,Wolfenbarger,6/24/2016
556,1807,UserNumber1807learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Gordon,Wolfenbarger,6/24/2016
564,1798,UserNumber1798learning,Create New Calendar Appointments and Meetings,"Learn about new calendar appointments, how to add people to meetings and the scheduling assistant",Franklin,Wilson,6/24/2016
568,1660,UserNumber1660learning,A first look at getting Started with Skype For Business,This is the full course for you to learn about the basics of Skype for Business and to start with messaging,Carl,Thummel,6/24/2016
556,1798,UserNumber1798learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Franklin,Wilson,6/24/2016
556,1588,UserNumber1588learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Paul,Stasyszen,6/24/2016
595,1660,UserNumber1660learning,A first look at getting started with Outlook Groups,"This is the full course for you to learn about the new feature of Outlook Groups - imagine distribution groups on steroids",Carl,Thummel,6/24/2016
556,1807,UserNumber1807learning,A first look at Getting Started with Office 365,This is the full course. Learn how to login and get started with your Mail and Calendar Apps in Office365,Gordon,Wolfenbarger,6/24/2016
